Order_ID,Order_Date,Item_Name,Quantity,Total products,prepared by,served_by
4505,28/05/2020 16:57,Plain Rice,2,6,hong wu,kevin
4505,28/05/2020 16:57,Diet Coke 1.5 ltr,1,6,hong wu,kevin
4505,28/05/2020 16:57,French Fries,1,6,ram,kevin
4505,28/05/2020 16:57,Curry,1,6,hong wu,peter
4506,28/05/2020 17:04,Naan,1,4,ram,kevin
4506,28/05/2020 17:04,Mushroom Rice,1,4,hong wu,kevin
4506,28/05/2020 17:04,Curry,1,4,hong wu,peter
4506,28/05/2020 17:04,Chicken Biryani,1,4,hong wu,kevin
4507,28/05/2020 17:20,Kulcha Naan,1,5,ram,peter
4507,28/05/2020 17:20,Mushroom Rice,2,5,hong wu,peter
4507,28/05/2020 17:20,Madras,1,5,ram,kevin
4507,28/05/2020 17:20,Mushroom,1,5,hong wu,kevin
4507,28/05/2020 17:20,Pathia,1,5,ram,peter
4508,28/05/2020 17:35,Mango Chutney,1,7,ram,peter
4508,28/05/2020 17:35,Mint Sauce,1,7,ram,kevin
4508,28/05/2020 17:35,Plain Papadum,4,7,hong wu,kevin
4508,28/05/2020 17:35,Naan,1,7,hong wu,peter
4508,28/05/2020 17:35,Plain Rice,1,7,ram,peter
4508,28/05/2020 17:35,Bombay Aloo,1,7,hong wu,kevin
4508,28/05/2020 17:35,Chicken Tikka Masala,1,7,ram,kevin
4509,28/05/2020 17:51,Pilau Rice,1,4,ram,peter
4509,28/05/2020 17:51,Bombay Aloo,1,4,ram,kevin
4509,28/05/2020 17:51,Tandoori Chicken (Main),1,4,hong wu,kevin
4509,28/05/2020 17:51,Chicken Tikka Biryani,1,4,hong wu,peter
4510,28/05/2020 18:01,Keema Naan,1,5,hong wu,kevin
4510,28/05/2020 18:01,Pilau Rice,1,5,ram,kevin
4510,28/05/2020 18:01,Aloo Gobi,1,5,hong wu,kevin
4510,28/05/2020 18:01,Chicken Tikka Masala,1,5,ram,kevin
4510,28/05/2020 18:01,Pathia,1,5,hong wu,kevin
4511,28/05/2020 18:15,Plain Papadum,1,8,hong wu,peter
4511,28/05/2020 18:15,Naan,1,8,hong wu,peter
4511,28/05/2020 18:15,Plain Rice,1,8,ram,peter
4511,28/05/2020 18:15,Special Fried Rice,2,8,hong wu,kevin
4511,28/05/2020 18:15,Chicken Chaat,1,8,ram,kevin
4511,28/05/2020 18:15,Saag Aloo,1,8,hong wu,kevin
4511,28/05/2020 18:15,Kurma,1,8,hong wu,peter
4511,28/05/2020 18:15,Chicken Roshni,1,8,hong wu,kevin
4512,28/05/2020 18:16,Naan,1,5,ram,kevin
4512,28/05/2020 18:16,Onion Bhaji,1,5,ram,peter
4512,28/05/2020 18:16,Mushroom Rice,1,5,ram,kevin
4512,28/05/2020 18:16,Kurma,1,5,ram,peter
4512,28/05/2020 18:16,Chicken Tikka (Main),1,5,hong wu,kevin
4513,28/05/2020 18:28,Naan,1,4,hong wu,peter
4513,28/05/2020 18:28,Brinjal Bhajee,1,4,ram,kevin
4513,28/05/2020 18:28,Chicken Tikka Masala,1,4,ram,kevin
4513,28/05/2020 18:28,Tandoori Mixed Grill,1,4,hong wu,peter
4514,28/05/2020 18:42,Keema Naan,2,9,hong wu,kevin
4514,28/05/2020 18:42,Peshwari Naan,1,9,hong wu,kevin
4514,28/05/2020 18:42,Pilau Rice,1,9,ram,peter
4514,28/05/2020 18:42,Mushroom Rice,1,9,hong wu,peter
4514,28/05/2020 18:42,Aloo Gobi,1,9,ram,kevin
4514,28/05/2020 18:42,Bhindi Bhajee,1,9,ram,peter
4514,28/05/2020 18:42,Madras,1,9,ram,peter
4514,28/05/2020 18:42,Lamb Tikka Jalfrezi,1,9,ram,kevin
4514,28/05/2020 18:42,Rogon,1,9,ram,kevin
4515,28/05/2020 18:50,Naan,2,5,ram,peter
4515,28/05/2020 18:50,Pilau Rice,1,5,ram,kevin
4515,28/05/2020 18:50,Mini Bhaji,1,5,ram,kevin
4515,28/05/2020 18:50,Mushroom Rice,1,5,hong wu,peter
4515,28/05/2020 18:50,Chicken Tikka Masala,2,5,hong wu,kevin
4516,28/05/2020 18:57,Naan,3,8,hong wu,peter
4516,28/05/2020 18:57,Pilau Rice,1,8,hong wu,peter
4516,28/05/2020 18:57,Garlic Naan,1,8,hong wu,peter
4516,28/05/2020 18:57,Aloo Peas,1,8,ram,peter
4516,28/05/2020 18:57,Chicken Tikka Masala,1,8,ram,kevin
4516,28/05/2020 18:57,Jeera Chicken,1,8,hong wu,peter
4516,28/05/2020 18:57,Kurma,1,8,hong wu,kevin
4516,28/05/2020 18:57,Butter Chicken,1,8,ram,kevin
4517,28/05/2020 19:03,Plain Papadum,1,7,hong wu,kevin
4517,28/05/2020 19:03,Chapati,1,7,hong wu,kevin
4517,28/05/2020 19:03,Garlic Naan,1,7,hong wu,kevin
4517,28/05/2020 19:03,Tandoori Chicken (Main),1,7,hong wu,kevin
4517,28/05/2020 19:03,Methi,1,7,ram,peter
4517,28/05/2020 19:03,Methi,1,7,hong wu,kevin
4517,28/05/2020 19:03,Garlic Tikka Chilli Masala,1,7,ram,kevin
4518,28/05/2020 19:04,Puree,1,18,ram,peter
4518,28/05/2020 19:04,Chapati,2,18,hong wu,kevin
4518,28/05/2020 19:04,Keema Naan,1,18,ram,kevin
4518,28/05/2020 19:04,Pilau Rice,3,18,ram,kevin
4518,28/05/2020 19:04,Crispy Aloo,2,18,ram,kevin
4518,28/05/2020 19:04,Special Fried Rice,1,18,hong wu,peter
4518,28/05/2020 19:04,Chicken Chaat,3,18,ram,kevin
4518,28/05/2020 19:04,Chicken Tikka,1,18,hong wu,kevin
4518,28/05/2020 19:04,Chana Masala,1,18,ram,kevin
4518,28/05/2020 19:04,Bhindi Bhajee,1,18,ram,kevin
4518,28/05/2020 19:04,Garlic Mushroom,1,18,ram,peter
4518,28/05/2020 19:04,Tarka Dall,1,18,hong wu,kevin
4518,28/05/2020 19:04,Mixed Starter,1,18,hong wu,peter
4518,28/05/2020 19:04,Achar Chicken,1,18,hong wu,peter
4518,28/05/2020 19:04,Garlic Chicken,1,18,hong wu,kevin
4518,28/05/2020 19:04,Chicken Tikka Jalfrezi,1,18,hong wu,kevin
4518,28/05/2020 19:04,Chicken Tikka Biryani,1,18,hong wu,kevin
4519,28/05/2020 19:19,Mango Chutney,2,7,ram,kevin
4519,28/05/2020 19:19,Onion Chutney,1,7,ram,kevin
4519,28/05/2020 19:19,Plain Papadum,5,7,hong wu,peter
4519,28/05/2020 19:19,Naan,1,7,hong wu,peter
4519,28/05/2020 19:19,Mini Bhaji,1,7,hong wu,peter
4519,28/05/2020 19:19,Rogon,1,7,ram,kevin
4519,28/05/2020 19:19,Chicken Biryani,1,7,hong wu,peter
4520,28/05/2020 19:20,Keema Naan,1,4,hong wu,peter
4520,28/05/2020 19:20,Keema Rice,1,4,hong wu,kevin
4520,28/05/2020 19:20,Bombay Aloo,1,4,hong wu,kevin
4520,28/05/2020 19:20,Madras,1,4,ram,kevin
4521,28/05/2020 19:21,Vegetable Rice,1,3,ram,kevin
4521,28/05/2020 19:21,Vegetable Samosa,1,3,ram,peter
4521,28/05/2020 19:21,Chicken Tikka Masala,1,3,ram,kevin
4522,28/05/2020 19:28,Mint Sauce,1,6,hong wu,peter
4522,28/05/2020 19:28,Chapati,2,6,ram,kevin
4522,28/05/2020 19:28,Chana Chaat,1,6,hong wu,peter
4522,28/05/2020 19:28,Royal Paneer,1,6,hong wu,peter
4522,28/05/2020 19:28,Muttar Paneer,1,6,hong wu,peter
4522,28/05/2020 19:28,Tarka Dall,1,6,ram,peter
4523,28/05/2020 19:37,Keema Naan,1,4,ram,kevin
4523,28/05/2020 19:37,Special Fried Rice,1,4,ram,peter
4523,28/05/2020 19:37,Onion Bhaji,1,4,hong wu,kevin
4523,28/05/2020 19:37,Madras,1,4,hong wu,kevin
4524,28/05/2020 19:44,Mango Chutney,2,7,ram,peter
4524,28/05/2020 19:44,Onion Chutney,1,7,hong wu,kevin
4524,28/05/2020 19:44,Plain Papadum,4,7,hong wu,peter
4524,28/05/2020 19:44,Naan,1,7,hong wu,kevin
4524,28/05/2020 19:44,Onion Bhaji,1,7,ram,kevin
4524,28/05/2020 19:44,Madras,1,7,ram,kevin
4524,28/05/2020 19:44,Chicken Biryani,1,7,hong wu,peter
4525,28/05/2020 19:55,Plain Papadum,1,7,ram,peter
4525,28/05/2020 19:55,Pilau Rice,2,7,hong wu,kevin
4525,28/05/2020 19:55,French Fries,1,7,hong wu,kevin
4525,28/05/2020 19:55,Lamb Chops,1,7,ram,kevin
4525,28/05/2020 19:55,Saag Aloo,1,7,hong wu,peter
4525,28/05/2020 19:55,Chicken Tikka Jalfrezi,1,7,hong wu,peter
4525,28/05/2020 19:55,Chicken Tikka Karahi,1,7,hong wu,peter
4526,28/05/2020 20:00,Vindaloo Sauce,1,4,ram,peter
4526,28/05/2020 20:00,Vegetable Dansak,1,4,hong wu,kevin
4526,28/05/2020 20:00,Chicken Karahi,1,4,hong wu,peter
4526,28/05/2020 20:00,Lamb Shashlick Curry,1,4,ram,kevin
4527,28/05/2020 20:01,Plain Papadum,2,7,ram,peter
4527,28/05/2020 20:01,Naan,1,7,ram,kevin
4527,28/05/2020 20:01,Pilau Rice,3,7,ram,kevin
4527,28/05/2020 20:01,Plain Rice,1,7,ram,kevin
4527,28/05/2020 20:01,Peshwari Naan,1,7,hong wu,peter
4527,28/05/2020 20:01,Chicken Tikka Masala,3,7,hong wu,kevin
4527,28/05/2020 20:01,Kurma,1,7,hong wu,kevin
4528,28/05/2020 20:38,Mango Chutney,2,9,ram,peter
4528,28/05/2020 20:38,Plain Papadum,2,9,hong wu,kevin
4528,28/05/2020 20:38,Dahi,1,9,hong wu,peter
4528,28/05/2020 20:38,Lemonade 1.5 ltr,1,9,hong wu,peter
4528,28/05/2020 20:38,French Fries,2,9,hong wu,kevin
4528,28/05/2020 20:38,Lamb Tikka,1,9,hong wu,kevin
4528,28/05/2020 20:38,Tandoori Chicken,1,9,ram,kevin
4528,28/05/2020 20:38,Saag Aloo,1,9,hong wu,peter
4528,28/05/2020 20:38,Kurma,1,9,ram,kevin
4529,28/05/2020 21:02,Mint Sauce,1,10,hong wu,peter
4529,28/05/2020 21:02,Mango Chutney,1,10,ram,peter
4529,28/05/2020 21:02,Plain Papadum,4,10,ram,peter
4529,28/05/2020 21:02,Naan,1,10,ram,peter
4529,28/05/2020 21:02,Garlic Naan,1,10,hong wu,kevin
4529,28/05/2020 21:02,Plain Rice,1,10,hong wu,kevin
4529,28/05/2020 21:02,Lemon Rice,1,10,hong wu,kevin
4529,28/05/2020 21:02,Bombay Aloo,1,10,hong wu,kevin
4529,28/05/2020 21:02,Kurma,1,10,ram,peter
4529,28/05/2020 21:02,Saag,1,10,ram,peter
4530,28/05/2020 21:06,Chapati,2,7,hong wu,peter
4530,28/05/2020 21:06,Pilau Rice,2,7,ram,peter
4530,28/05/2020 21:06,Garlic Naan,2,7,hong wu,kevin
4530,28/05/2020 21:06,Mini Bhaji,1,7,ram,peter
4530,28/05/2020 21:06,Butter Chicken,1,7,ram,peter
4530,28/05/2020 21:06,Chicken Tikka Masala,1,7,ram,peter
4530,28/05/2020 21:06,Saag,1,7,hong wu,peter
4531,28/05/2020 21:23,Naan,1,6,hong wu,kevin
4531,28/05/2020 21:23,Mushroom Rice,1,6,hong wu,kevin
4531,28/05/2020 21:23,Tandoori Chicken,1,6,ram,kevin
4531,28/05/2020 21:23,Chicken Tikka,1,6,hong wu,kevin
4531,28/05/2020 21:23,Mixed Starter,1,6,ram,kevin
4531,28/05/2020 21:23,Madras,1,6,ram,peter
4532,28/05/2020 21:36,Mango Chutney,1,6,ram,kevin
4532,28/05/2020 21:36,Onion Chutney,1,6,ram,kevin
4532,28/05/2020 21:36,Plain Papadum,2,6,hong wu,peter
4532,28/05/2020 21:36,Pilau Rice,2,6,hong wu,peter
4532,28/05/2020 21:36,Vegetable Curry,1,6,ram,peter
4532,28/05/2020 21:36,Chicken Karahi,1,6,hong wu,peter
4533,28/05/2020 21:57,Naan,1,4,hong wu,kevin
4533,28/05/2020 21:57,Onion Bhaji,1,4,ram,kevin
4533,28/05/2020 21:57,Chicken Chaat,2,4,hong wu,kevin
4533,28/05/2020 21:57,Bombay Aloo,1,4,ram,peter
4534,29/05/2020 15:09,Mango Chutney,1,5,hong wu,kevin
4534,29/05/2020 15:09,Mint Sauce,1,5,ram,kevin
4534,29/05/2020 15:09,Naan,1,5,ram,peter
4534,29/05/2020 15:09,Tarka Dall,1,5,hong wu,kevin
4534,29/05/2020 15:09,Tandoori Mixed Grill,1,5,hong wu,kevin
4535,29/05/2020 17:41,Mango Chutney,1,7,hong wu,peter
4535,29/05/2020 17:41,Onion Chutney,1,7,ram,kevin
4535,29/05/2020 17:41,Mint Sauce,1,7,hong wu,kevin
4535,29/05/2020 17:41,Plain Papadum,5,7,hong wu,kevin
4535,29/05/2020 17:41,Pilau Rice,1,7,hong wu,peter
4535,29/05/2020 17:41,Garlic Naan,1,7,hong wu,kevin
4535,29/05/2020 17:41,Madras,1,7,ram,peter
4536,29/05/2020 18:00,Garlic Naan,1,4,hong wu,kevin
4536,29/05/2020 18:00,Lamb Chops,1,4,hong wu,kevin
4536,29/05/2020 18:00,King Prawn Puree,1,4,hong wu,kevin
4536,29/05/2020 18:00,Madras,1,4,ram,peter
4537,29/05/2020 18:04,Garlic Naan,3,4,ram,kevin
4537,29/05/2020 18:04,Vegetable Samosa,1,4,hong wu,peter
4537,29/05/2020 18:04,Aloo Chaat,1,4,hong wu,peter
4537,29/05/2020 18:04,Garlic Chicken,1,4,hong wu,peter
4538,29/05/2020 18:07,Naan,2,8,ram,kevin
4538,29/05/2020 18:07,Pilau Rice,3,8,ram,kevin
4538,29/05/2020 18:07,Mushroom Rice,2,8,ram,kevin
4538,29/05/2020 18:07,Aloo Gobi,2,8,hong wu,kevin
4538,29/05/2020 18:07,Madras,1,8,ram,kevin
4538,29/05/2020 18:07,Kurma,1,8,ram,peter
4538,29/05/2020 18:07,Rogon,1,8,ram,peter
4538,29/05/2020 18:07,Chicken Tikka Masala,1,8,hong wu,kevin
4539,29/05/2020 18:11,Plain Papadum,3,11,ram,kevin
4539,29/05/2020 18:11,Naan,1,11,ram,peter
4539,29/05/2020 18:11,Keema Naan,1,11,hong wu,peter
4539,29/05/2020 18:11,Pilau Rice,1,11,hong wu,peter
4539,29/05/2020 18:11,Mini Bhaji,2,11,hong wu,peter
4539,29/05/2020 18:11,Mushroom Rice,1,11,hong wu,peter
4539,29/05/2020 18:11,Chicken Tikka,1,11,hong wu,kevin
4539,29/05/2020 18:11,Sheek Kehab,1,11,ram,peter
4539,29/05/2020 18:11,Saag Aloo,1,11,hong wu,kevin
4539,29/05/2020 18:11,Bhuna,1,11,hong wu,kevin
4539,29/05/2020 18:11,Chicken Tikka Jalfrezi,1,11,ram,kevin
4540,29/05/2020 18:24,Mint Sauce,1,8,ram,kevin
4540,29/05/2020 18:24,Naan,1,8,hong wu,peter
4540,29/05/2020 18:24,Garlic Naan,1,8,hong wu,peter
4540,29/05/2020 18:24,Pilau Rice,1,8,hong wu,kevin
4540,29/05/2020 18:24,Saag Aloo,1,8,ram,peter
4540,29/05/2020 18:24,Chicken Tikka Masala,1,8,hong wu,kevin
4540,29/05/2020 18:24,Lamb Tikka Jalfrezi,1,8,ram,kevin
4540,29/05/2020 18:24,Lamb Chops (Main),1,8,ram,peter
4541,29/05/2020 18:25,Mint Sauce,1,9,hong wu,kevin
4541,29/05/2020 18:25,Red Sauce,1,9,ram,peter
4541,29/05/2020 18:25,Plain Papadum,2,9,hong wu,kevin
4541,29/05/2020 18:25,Spicy Papadum,2,9,ram,peter
4541,29/05/2020 18:25,Puree,1,9,hong wu,kevin
4541,29/05/2020 18:25,Mushroom Rice,1,9,ram,peter
4541,29/05/2020 18:25,Bombay Aloo,1,9,ram,kevin
4541,29/05/2020 18:25,Chicken Tikka Jalfrezi,1,9,ram,kevin
4541,29/05/2020 18:25,Bhuna,1,9,ram,kevin
4542,29/05/2020 18:44,Mango Chutney,1,9,hong wu,peter
4542,29/05/2020 18:44,Plain Papadum,7,9,hong wu,peter
4542,29/05/2020 18:44,Naan,1,9,ram,kevin
4542,29/05/2020 18:44,Pilau Rice,4,9,ram,peter
4542,29/05/2020 18:44,Plain Rice,1,9,hong wu,kevin
4542,29/05/2020 18:44,Keema Naan,3,9,ram,peter
4542,29/05/2020 18:44,Bombay Aloo,1,9,hong wu,peter
4542,29/05/2020 18:44,Chicken Tikka Masala,4,9,ram,kevin
4542,29/05/2020 18:44,Kurma,1,9,hong wu,peter
4543,29/05/2020 19:02,Mint Sauce,1,7,ram,peter
4543,29/05/2020 19:02,Plain Papadum,1,7,ram,kevin
4543,29/05/2020 19:02,Naan,1,7,hong wu,peter
4543,29/05/2020 19:02,Keema Naan,1,7,ram,kevin
4543,29/05/2020 19:02,Pilau Rice,1,7,hong wu,peter
4543,29/05/2020 19:02,Chicken Tikka Pasanda,1,7,ram,kevin
4543,29/05/2020 19:02,Pathia,1,7,hong wu,kevin
4544,29/05/2020 19:06,Red Sauce,1,8,ram,peter
4544,29/05/2020 19:06,Plain Papadum,1,8,ram,peter
4544,29/05/2020 19:06,Garlic Naan,1,8,hong wu,kevin
4544,29/05/2020 19:06,Mixed Starter,1,8,hong wu,peter
4544,29/05/2020 19:06,Bombay Aloo,1,8,hong wu,kevin
4544,29/05/2020 19:06,Cauliflower Bhajee,1,8,ram,kevin
4544,29/05/2020 19:06,Mushroom Bhajee,1,8,ram,kevin
4544,29/05/2020 19:06,Chicken Tikka Biryani,2,8,hong wu,peter
4545,29/05/2020 19:07,Plain Papadum,1,4,ram,peter
4545,29/05/2020 19:07,Green Salad,1,4,hong wu,kevin
4545,29/05/2020 19:07,Coke 1.5 ltr,1,4,hong wu,peter
4545,29/05/2020 19:07,Lamb Biryani,1,4,hong wu,peter
4546,29/05/2020 19:26,Mixed Raita,1,3,hong wu,kevin
4546,29/05/2020 19:26,Crispy Aloo,1,3,hong wu,peter
4546,29/05/2020 19:26,Lamb Biryani,1,3,hong wu,peter
4547,29/05/2020 19:39,Plain Papadum,1,9,ram,kevin
4547,29/05/2020 19:39,Spicy Papadum,1,9,hong wu,peter
4547,29/05/2020 19:39,Naan,1,9,hong wu,kevin
4547,29/05/2020 19:39,French Fries,1,9,hong wu,kevin
4547,29/05/2020 19:39,Keema Rice,1,9,ram,peter
4547,29/05/2020 19:39,Mixed Starter,1,9,hong wu,peter
4547,29/05/2020 19:39,Aloo Gobi,1,9,ram,kevin
4547,29/05/2020 19:39,Dhansak,1,9,hong wu,kevin
4547,29/05/2020 19:39,Tandoori Chicken Masala,1,9,hong wu,peter
4548,29/05/2020 19:55,Mint Sauce,1,7,ram,kevin
4548,29/05/2020 19:55,Lime Pickle,1,7,hong wu,peter
4548,29/05/2020 19:55,Plain Papadum,1,7,hong wu,kevin
4548,29/05/2020 19:55,Saag Rice,1,7,ram,kevin
4548,29/05/2020 19:55,Murgh Masala,1,7,hong wu,kevin
4548,29/05/2020 19:55,Kurma,1,7,ram,peter
4549,29/05/2020 20:04,Mango Chutney,2,8,ram,peter
4549,29/05/2020 20:04,Onion Chutney,2,8,ram,kevin
4549,29/05/2020 20:04,Plain Papadum,2,8,ram,peter
4549,29/05/2020 20:04,Naan,1,8,ram,peter
4549,29/05/2020 20:04,Pilau Rice,2,8,ram,kevin
4549,29/05/2020 20:04,Chicken Tikka Jalfrezi,1,8,hong wu,peter
4549,29/05/2020 20:04,Chicken Biryani,1,8,ram,kevin
4549,29/05/2020 20:04,Chicken Tikka Balti,1,8,ram,peter
4550,29/05/2020 20:05,Naan,2,4,hong wu,peter
4550,29/05/2020 20:05,Masala Sauce,1,4,hong wu,peter
4550,29/05/2020 20:05,Madras,1,4,hong wu,peter
